x,y
0.6900000000000004,7.09
0.7400000000000002,7.09
0.7900000000000005,7.09
0.8400000000000003,7.09
0.5400000000000005,7.040000000000001
0.5900000000000003,7.040000000000001
0.6400000000000006,7.040000000000001
0.8900000000000006,7.040000000000001
0.9400000000000004,7.040000000000001
0.9900000000000002,7.040000000000001
1.0400000000000005,7.040000000000001
1.0900000000000003,7.040000000000001
1.1400000000000006,7.040000000000001
1.1900000000000004,7.040000000000001
1.2400000000000002,7.040000000000001
1.29,7.040000000000001
1.3400000000000007,7.040000000000001
1.3900000000000006,7.040000000000001
1.4400000000000004,7.040000000000001
1.4900000000000002,7.040000000000001
1.54,7.040000000000001
1.5900000000000007,7.040000000000001
1.6400000000000006,7.040000000000001
1.6900000000000004,7.040000000000001
1.7400000000000002,7.040000000000001
1.79,7.040000000000001
1.8400000000000007,7.040000000000001
1.8900000000000006,7.040000000000001
1.9400000000000004,7.040000000000001
1.9900000000000002,7.040000000000001
2.040000000000001,7.040000000000001
2.0900000000000007,7.040000000000001
2.1400000000000006,7.040000000000001
2.1900000000000004,7.040000000000001
2.24,7.040000000000001
2.290000000000001,7.040000000000001
2.3400000000000007,7.040000000000001
2.3900000000000006,7.040000000000001
2.4400000000000004,7.040000000000001
2.49,7.040000000000001
2.540000000000001,7.040000000000001
2.5900000000000007,7.040000000000001
2.6400000000000006,7.040000000000001
2.6900000000000004,7.040000000000001
2.74,7.040000000000001
2.790000000000001,7.040000000000001
2.8400000000000007,7.040000000000001
2.8900000000000006,7.040000000000001
2.9400000000000004,7.040000000000001
0.4400000000000004,6.99
0.4900000000000002,6.99
2.99,6.99
3.040000000000001,6.99
3.0900000000000007,6.99
3.1400000000000006,6.99
3.1900000000000004,6.99
3.24,6.99
3.290000000000001,6.99
3.3400000000000007,6.99
3.3900000000000006,6.99
3.4400000000000004,6.99
3.49,6.99
0.39000000000000057,6.940000000000001
0.4400000000000004,6.940000000000001
3.540000000000001,6.940000000000001
3.5900000000000007,6.940000000000001
10.14,6.940000000000001
10.190000000000001,6.940000000000001
10.24,6.940000000000001
10.290000000000001,6.940000000000001
10.340000000000002,6.940000000000001
10.39,6.940000000000001
10.440000000000001,6.940000000000001
10.49,6.940000000000001
10.540000000000001,6.940000000000001
10.590000000000002,6.940000000000001
10.64,6.940000000000001
10.690000000000001,6.940000000000001
0.3400000000000003,6.890000000000001
0.39000000000000057,6.890000000000001
3.6400000000000006,6.890000000000001
9.940000000000001,6.890000000000001
9.99,6.890000000000001
10.040000000000001,6.890000000000001
10.090000000000002,6.890000000000001
10.74,6.890000000000001
10.790000000000001,6.890000000000001
10.840000000000002,6.890000000000001
10.89,6.890000000000001
10.940000000000001,6.890000000000001
10.99,6.890000000000001
11.040000000000001,6.890000000000001
11.090000000000002,6.890000000000001
11.14,6.890000000000001
11.190000000000001,6.890000000000001
11.24,6.890000000000001
11.290000000000001,6.890000000000001
11.340000000000002,6.890000000000001
11.39,6.890000000000001
11.440000000000001,6.890000000000001
11.49,6.890000000000001
11.540000000000001,6.890000000000001
11.590000000000002,6.890000000000001
0.2900000000000005,6.84
0.3400000000000003,6.84
3.6900000000000004,6.84
9.89,6.84
9.940000000000001,6.84
11.64,6.84
11.690000000000001,6.84
11.74,6.84
11.790000000000001,6.84
11.840000000000002,6.84
11.89,6.84
11.940000000000001,6.84
11.99,6.84
12.040000000000001,6.84
12.090000000000002,6.84
12.14,6.84
12.190000000000001,6.84
12.24,6.84
0.2400000000000002,6.790000000000001
0.2900000000000005,6.790000000000001
3.74,6.790000000000001
9.840000000000002,6.790000000000001
9.89,6.790000000000001
12.290000000000001,6.790000000000001
12.340000000000002,6.790000000000001
12.39,6.790000000000001
12.440000000000001,6.790000000000001
12.49,6.790000000000001
12.540000000000001,6.790000000000001
12.590000000000002,6.790000000000001
12.64,6.790000000000001
12.690000000000001,6.790000000000001
12.74,6.790000000000001
0.1900000000000004,6.74
0.2400000000000002,6.74
3.790000000000001,6.74
9.790000000000001,6.74
9.840000000000002,6.74
12.790000000000001,6.74
0.14000000000000057,6.690000000000001
0.1900000000000004,6.690000000000001
3.790000000000001,6.690000000000001
9.74,6.690000000000001
9.790000000000001,6.690000000000001
12.840000000000002,6.690000000000001
12.89,6.690000000000001
0.0900000000000003,6.640000000000001
0.14000000000000057,6.640000000000001
3.8400000000000007,6.640000000000001
9.690000000000001,6.640000000000001
9.74,6.640000000000001
12.940000000000001,6.640000000000001
0.04000000000000048,6.59
0.0900000000000003,6.59
3.8900000000000006,6.59
9.64,6.59
9.690000000000001,6.59
12.940000000000001,6.59
-0.009999999999999787,6.540000000000001
0.04000000000000048,6.540000000000001
3.9400000000000004,6.540000000000001
9.590000000000002,6.540000000000001
9.64,6.540000000000001
12.99,6.540000000000001
-0.009999999999999787,6.49
3.99,6.49
9.540000000000001,6.49
9.590000000000002,6.49
13.040000000000001,6.49
-0.009999999999999787,6.44
4.040000000000001,6.44
9.49,6.44
9.540000000000001,6.44
13.090000000000002,6.44
-0.05999999999999961,6.390000000000001
4.090000000000001,6.390000000000001
9.440000000000001,6.390000000000001
9.49,6.390000000000001
13.090000000000002,6.390000000000001
-0.05999999999999961,6.340000000000001
4.140000000000001,6.340000000000001
9.39,6.340000000000001
9.440000000000001,6.340000000000001
13.14,6.340000000000001
-0.05999999999999961,6.290000000000001
4.19,6.290000000000001
9.340000000000002,6.290000000000001
9.39,6.290000000000001
13.14,6.290000000000001
-0.05999999999999961,6.24
4.24,6.24
9.290000000000001,6.24
9.340000000000002,6.24
13.190000000000001,6.24
-0.05999999999999961,6.19
4.290000000000001,6.19
9.24,6.19
9.290000000000001,6.19
13.24,6.19
-0.05999999999999961,6.140000000000001
4.340000000000001,6.140000000000001
4.390000000000001,6.140000000000001
9.190000000000001,6.140000000000001
9.24,6.140000000000001
13.24,6.140000000000001
-0.05999999999999961,6.090000000000001
4.44,6.090000000000001
4.49,6.090000000000001
4.540000000000001,6.090000000000001
4.590000000000001,6.090000000000001
8.99,6.090000000000001
9.040000000000001,6.090000000000001
9.090000000000002,6.090000000000001
9.14,6.090000000000001
9.190000000000001,6.090000000000001
13.290000000000001,6.090000000000001
-0.05999999999999961,6.040000000000001
4.640000000000001,6.040000000000001
4.69,6.040000000000001
8.89,6.040000000000001
8.940000000000001,6.040000000000001
13.340000000000002,6.040000000000001
-0.05999999999999961,5.99
4.74,5.99
8.840000000000002,5.99
